timestamp,frame_number,fps,inference_ms,detection_count,average_confidence,brightness
2026-07-24T20:13:51,1557,12.933,24.739,0,0.0,55.372
2026-07-24T20:13:51,1558,10.734,25.296,0,0.0,55.621
2026-07-24T20:13:51,1559,12.405,25.601,1,0.3659,55.501
2026-07-24T20:13:51,1560,13.811,24.796,1,0.4387,55.283
2026-07-24T20:13:51,1561,10.305,25.056,1,0.5045,55.147
2026-07-24T20:13:51,1562,13.256,24.566,2,0.4487,55.093
2026-07-24T20:13:51,1563,10.828,25.044,1,0.4363,54.997
2026-07-24T20:13:51,1564,12.508,25.36,1,0.5058,54.895
2026-07-24T20:13:51,1565,11.69,25.764,1,0.3881,54.847
2026-07-24T20:13:51,1566,12.779,26.499,0,0.0,54.733
2026-07-24T20:13:51,1567,11.395,24.76,1,0.358,54.647
2026-07-24T20:13:52,1568,11.966,25.223,2,0.4128,54.609
2026-07-24T20:13:52,1569,11.814,25.578,2,0.527,54.551
2026-07-24T20:13:52,1570,11.94,25.257,1,0.5718,54.467
2026-07-24T20:13:52,1571,11.98,25.363,2,0.4551,54.457
2026-07-24T20:13:52,1572,12.311,25.446,2,0.401,54.498
2026-07-24T20:13:52,1573,11.537,25.606,2,0.4163,54.453
2026-07-24T20:13:52,1574,12.201,24.731,2,0.3936,54.468
2026-07-24T20:13:52,1575,11.831,24.863,3,0.3857,54.271
2026-07-24T20:13:52,1576,12.371,23.664,1,0.3749,54.05
2026-07-24T20:13:52,1577,11.679,24.41,2,0.4326,54.073
2026-07-24T20:13:52,1578,11.688,25.826,2,0.541,54.063
2026-07-24T20:13:52,1579,12.176,25.237,3,0.5246,53.728
2026-07-24T20:13:53,1580,12.107,25.378,2,0.5427,53.302
2026-07-24T20:13:53,1581,11.707,24.993,3,0.4683,53.249
2026-07-24T20:13:53,1582,13.074,24.401,3,0.4312,53.162
2026-07-24T20:13:53,1583,10.947,24.436,2,0.4126,52.853
2026-07-24T20:13:53,1584,12.067,25.269,0,0.0,52.692
2026-07-24T20:13:53,1585,13.842,24.306,2,0.3634,52.598
2026-07-24T20:13:53,1586,10.068,25.101,0,0.0,52.612
2026-07-24T20:13:53,1587,14.166,24.383,1,0.3634,52.709
2026-07-24T20:13:53,1588,10.583,24.4,0,0.0,52.831
2026-07-24T20:13:53,1589,12.359,25.085,1,0.3903,52.972
2026-07-24T20:13:53,1590,12.108,25.617,2,0.3681,53.059
2026-07-24T20:13:53,1591,14.095,24.402,2,0.4915,53.102
2026-07-24T20:13:54,1592,9.999,26.34,2,0.4094,53.119
2026-07-24T20:13:54,1593,12.159,25.062,2,0.3918,53.132
2026-07-24T20:13:54,1594,11.793,25.289,2,0.3871,53.178
2026-07-24T20:13:54,1595,12.154,24.493,2,0.456,53.014
2026-07-24T20:13:54,1596,11.972,24.914,3,0.451,52.627
2026-07-24T20:13:54,1597,13.514,24.691,2,0.4299,52.45
2026-07-24T20:13:54,1598,10.19,25.306,2,0.4747,52.106
2026-07-24T20:13:54,1599,13.471,24.345,2,0.5034,51.864
2026-07-24T20:13:54,1600,11.178,25.804,2,0.5655,51.843
2026-07-24T20:13:54,1601,11.701,26.565,2,0.5554,51.85
2026-07-24T20:13:54,1602,12.706,24.447,2,0.5631,51.846
2026-07-24T20:13:54,1603,11.818,26.363,3,0.4852,52.296
2026-07-24T20:13:55,1604,11.729,24.399,2,0.4498,52.594
2026-07-24T20:13:55,1605,12.115,24.404,2,0.4809,52.978
2026-07-24T20:13:55,1606,11.793,24.467,2,0.516,53.461
2026-07-24T20:13:55,1607,12.524,24.341,2,0.5558,53.801
2026-07-24T20:13:55,1608,11.3,24.15,2,0.5635,53.986
2026-07-24T20:13:55,1609,12.011,25.735,2,0.558,54.207
2026-07-24T20:13:55,1610,13.001,23.573,2,0.5751,54.474
2026-07-24T20:13:55,1611,10.688,24.527,3,0.4803,54.697
2026-07-24T20:13:55,1612,13.647,25.485,3,0.5014,54.757
2026-07-24T20:13:55,1613,10.838,25.581,3,0.4538,54.679
2026-07-24T20:13:55,1614,12.408,24.22,2,0.5185,54.649
2026-07-24T20:13:55,1615,11.817,24.859,2,0.4467,54.677
2026-07-24T20:13:56,1616,12.695,25.204,2,0.4713,54.726
2026-07-24T20:13:56,1617,11.099,26.281,2,0.5229,53.487
2026-07-24T20:13:56,1618,12.033,26.205,2,0.5793,52.82
2026-07-24T20:13:56,1619,11.985,24.913,2,0.4871,52.573
2026-07-24T20:13:56,1620,12.007,25.464,0,0.0,52.311
2026-07-24T20:13:56,1621,11.799,26.007,1,0.3993,52.102
2026-07-24T20:13:56,1622,14.069,23.089,1,0.5464,52.041
2026-07-24T20:13:56,1623,10.19,25.169,1,0.5531,52.081
2026-07-24T20:13:56,1624,12.531,24.87,1,0.6568,52.196
2026-07-24T20:13:56,1625,11.901,24.955,1,0.688,52.251
2026-07-24T20:13:56,1626,16.195,23.476,2,0.5376,52.388
2026-07-24T20:13:56,1627,24.15,24.432,3,0.5426,52.421
2026-07-24T20:13:56,1628,25.468,22.837,3,0.6343,52.562
2026-07-24T20:13:56,1629,23.067,22.657,3,0.6567,52.763
2026-07-24T20:13:57,1630,25.268,22.178,2,0.7244,52.802
2026-07-24T20:13:57,1631,23.658,21.312,2,0.7569,52.864
2026-07-24T20:13:57,1632,19.251,22.077,2,0.7841,53.008
2026-07-24T20:13:57,1633,26.113,21.925,3,0.5783,53.1
2026-07-24T20:13:57,1634,10.99,24.913,3,0.533,53.405
2026-07-24T20:13:57,1635,9.916,26.397,3,0.4414,53.529
2026-07-24T20:13:57,1636,15.368,25.732,3,0.4434,53.524
2026-07-24T20:13:57,1637,24.394,23.652,3,0.4579,53.519
2026-07-24T20:13:57,1638,24.324,21.184,2,0.484,53.516
2026-07-24T20:13:57,1639,10.437,23.918,2,0.4504,53.524
2026-07-24T20:13:57,1640,11.393,24.684,3,0.4561,53.537
2026-07-24T20:13:57,1641,12.046,24.939,2,0.4351,53.501
2026-07-24T20:13:57,1642,12.469,25.479,3,0.3798,53.479
2026-07-24T20:13:57,1643,11.501,26.013,2,0.4012,53.471
2026-07-24T20:13:57,1644,12.715,25.032,2,0.3743,53.493
2026-07-24T20:13:58,1645,12.447,25.102,2,0.4061,53.521
2026-07-24T20:13:58,1646,10.491,25.997,1,0.3625,53.576
2026-07-24T20:13:58,1647,13.56,24.796,1,0.4007,53.613
2026-07-24T20:13:58,1648,10.714,25.044,2,0.3812,53.601
2026-07-24T20:13:58,1649,13.775,24.258,2,0.3754,53.664
2026-07-24T20:13:58,1650,10.577,25.568,2,0.4234,53.671
2026-07-24T20:13:58,1651,13.478,26.84,2,0.4217,53.677
2026-07-24T20:13:58,1652,10.862,25.377,2,0.4082,53.697
2026-07-24T20:13:58,1653,11.71,29.543,1,0.4367,53.724
2026-07-24T20:13:58,1654,17.794,22.944,1,0.5205,53.757
2026-07-24T20:13:58,1655,23.346,21.254,1,0.536,53.779
2026-07-24T20:13:58,1656,23.808,20.678,1,0.5512,53.789
2026-07-24T20:13:58,1657,22.642,20.888,1,0.5813,53.787
2026-07-24T20:13:58,1658,23.876,21.657,1,0.5889,53.787
2026-07-24T20:13:59,1659,24.008,21.327,1,0.5679,53.795
2026-07-24T20:13:59,1660,26.854,21.692,1,0.5799,53.791
2026-07-24T20:13:59,1661,20.918,21.001,1,0.5434,53.793
2026-07-24T20:13:59,1662,24.512,21.079,3,0.4302,53.788
2026-07-24T20:13:59,1663,23.592,21.185,3,0.4469,53.775
2026-07-24T20:13:59,1664,24.471,20.677,4,0.4522,53.745
2026-07-24T20:13:59,1665,23.584,20.949,3,0.5252,53.738
2026-07-24T20:13:59,1666,24.356,20.738,3,0.5283,53.747
2026-07-24T20:13:59,1667,23.557,20.949,4,0.5498,53.774
2026-07-24T20:13:59,1668,24.165,21.027,3,0.4757,53.772
2026-07-24T20:13:59,1669,24.426,20.619,3,0.4684,53.769
2026-07-24T20:13:59,1670,22.468,21.514,3,0.4899,53.763
2026-07-24T20:13:59,1671,24.639,21.531,3,0.5042,53.765
2026-07-24T20:13:59,1672,24.134,21.211,3,0.5058,53.774
2026-07-24T20:13:59,1673,25.259,20.559,3,0.5039,53.789
2026-07-24T20:13:59,1674,22.908,19.991,3,0.5304,53.796
2026-07-24T20:13:59,1675,23.586,20.567,3,0.5304,53.801
2026-07-24T20:13:59,1676,23.883,21.076,3,0.546,53.801
2026-07-24T20:13:59,1677,24.21,20.769,3,0.5271,53.799
2026-07-24T20:13:59,1678,23.489,20.892,3,0.4968,53.806
2026-07-24T20:13:59,1679,25.017,20.175,2,0.5002,53.834
2026-07-24T20:13:59,1680,22.36,21.055,2,0.4779,53.823
2026-07-24T20:13:59,1681,25.432,20.11,2,0.4994,53.806
2026-07-24T20:13:59,1682,23.046,20.843,2,0.4785,53.798
2026-07-24T20:14:00,1683,23.917,21.806,2,0.4794,53.81
2026-07-24T20:14:00,1684,24.405,21.012,2,0.474,53.816
2026-07-24T20:14:00,1685,24.484,21.159,3,0.4782,53.81
2026-07-24T20:14:00,1686,22.804,20.775,3,0.4658,53.806
2026-07-24T20:14:00,1687,24.675,21.387,4,0.4268,53.801
2026-07-24T20:14:00,1688,23.729,20.471,2,0.5006,53.802
2026-07-24T20:14:00,1689,24.82,20.598,1,0.5186,53.81
2026-07-24T20:14:00,1690,22.656,21.16,3,0.4406,53.818
2026-07-24T20:14:00,1691,24.698,20.586,3,0.4433,53.831
2026-07-24T20:14:00,1692,23.775,20.658,3,0.4673,53.826
2026-07-24T20:14:00,1693,23.088,21.368,4,0.4392,53.831
2026-07-24T20:14:00,1694,24.882,21.044,3,0.4757,53.85
2026-07-24T20:14:00,1695,23.241,20.709,2,0.4685,53.866
2026-07-24T20:14:00,1696,23.894,21.306,1,0.5709,53.872
2026-07-24T20:14:00,1697,27.38,21.092,1,0.59,53.866
2026-07-24T20:14:00,1698,21.418,21.193,2,0.4766,53.859
2026-07-24T20:14:00,1699,23.416,21.567,2,0.4824,53.84
2026-07-24T20:14:00,1700,24.131,21.803,3,0.4428,53.832
2026-07-24T20:14:00,1701,24.926,20.764,2,0.4878,53.817
2026-07-24T20:14:00,1702,23.108,21.018,2,0.4951,53.823
2026-07-24T20:14:00,1703,24.227,20.942,2,0.5015,53.834
2026-07-24T20:14:00,1704,23.988,20.505,2,0.4915,53.827
2026-07-24T20:14:00,1705,23.635,20.862,3,0.4907,53.825
2026-07-24T20:14:00,1706,24.014,20.994,3,0.4984,53.835
2026-07-24T20:14:01,1707,23.425,21.256,3,0.477,53.841
2026-07-24T20:14:01,1708,24.301,21.097,3,0.47,53.84
2026-07-24T20:14:01,1709,23.322,21.661,3,0.4831,53.842
2026-07-24T20:14:01,1710,26.403,19.875,3,0.4852,53.853
2026-07-24T20:14:01,1711,22.229,20.398,3,0.474,53.85
2026-07-24T20:14:01,1712,23.695,21.357,3,0.4867,53.868
2026-07-24T20:14:01,1713,24.115,20.727,4,0.4643,53.892
2026-07-24T20:14:01,1714,23.937,21.021,4,0.4649,53.887
2026-07-24T20:14:01,1715,23.559,21.503,3,0.5037,53.872
2026-07-24T20:14:01,1716,24.576,20.852,3,0.5429,53.864
2026-07-24T20:14:01,1717,23.905,19.937,2,0.5944,53.853
2026-07-24T20:14:01,1718,23.213,20.619,3,0.5181,53.851
2026-07-24T20:14:01,1719,24.805,20.225,3,0.5121,53.849
2026-07-24T20:14:01,1720,22.906,21.169,3,0.4916,53.841
2026-07-24T20:14:01,1721,23.804,21.33,3,0.5124,53.844
2026-07-24T20:14:01,1722,25.512,21.134,2,0.5672,53.843
2026-07-24T20:14:01,1723,21.392,22.798,3,0.4859,53.853
2026-07-24T20:14:01,1724,25.218,22.015,3,0.4886,53.867
2026-07-24T20:14:01,1725,25.346,21.232,3,0.482,53.888
2026-07-24T20:14:01,1726,24.0,21.327,3,0.4536,53.879
2026-07-24T20:14:01,1727,9.143,28.753,3,0.4478,53.864
2026-07-24T20:14:02,1728,14.64,23.078,3,0.4756,53.9
2026-07-24T20:14:02,1729,10.219,27.542,4,0.4562,53.944
2026-07-24T20:14:02,1730,13.31,25.394,4,0.4908,53.912
2026-07-24T20:14:02,1731,10.888,26.639,4,0.4755,53.987
2026-07-24T20:14:02,1732,12.21,26.383,3,0.4836,53.954
2026-07-24T20:14:02,1733,12.14,25.027,3,0.4522,53.924
2026-07-24T20:14:02,1734,11.834,25.138,3,0.5112,53.983
2026-07-24T20:14:02,1735,12.665,25.946,2,0.522,53.977
2026-07-24T20:14:02,1736,11.727,25.171,2,0.5344,54.012
2026-07-24T20:14:02,1737,11.29,25.95,3,0.4577,54.015
2026-07-24T20:14:02,1738,14.662,22.722,4,0.4482,54.008
2026-07-24T20:14:02,1739,9.928,24.968,3,0.4553,54.026
2026-07-24T20:14:03,1740,13.671,23.446,4,0.475,54.069
2026-07-24T20:14:03,1741,10.59,25.332,4,0.4746,54.068
2026-07-24T20:14:03,1742,12.795,26.093,4,0.4936,54.087
2026-07-24T20:14:03,1743,11.489,25.972,4,0.55,54.104
2026-07-24T20:14:03,1744,12.221,25.152,4,0.4932,54.06
2026-07-24T20:14:03,1745,13.734,22.554,4,0.5555,54.066
2026-07-24T20:14:03,1746,10.287,25.177,4,0.509,54.036
2026-07-24T20:14:03,1747,12.32,24.098,4,0.5212,54.053
2026-07-24T20:14:03,1748,11.576,26.584,4,0.5475,54.007
2026-07-24T20:14:03,1749,12.99,25.417,3,0.5363,54.018
2026-07-24T20:14:03,1750,11.375,25.088,4,0.4216,54.137
2026-07-24T20:14:03,1751,11.933,25.076,3,0.5035,54.408
2026-07-24T20:14:04,1752,12.035,24.458,2,0.3952,54.691
2026-07-24T20:14:04,1753,11.823,25.239,0,0.0,55.256
2026-07-24T20:14:04,1754,11.925,25.463,1,0.462,55.831
2026-07-24T20:14:04,1755,13.533,24.638,1,0.4999,56.317
2026-07-24T20:14:04,1756,10.48,25.013,0,0.0,56.979
2026-07-24T20:14:04,1757,12.216,25.388,1,0.5845,56.087
2026-07-24T20:14:04,1758,12.03,26.501,0,0.0,55.587
2026-07-24T20:14:04,1759,11.85,25.672,0,0.0,55.239
2026-07-24T20:14:04,1760,12.904,25.166,0,0.0,55.332
2026-07-24T20:14:04,1761,11.405,26.588,0,0.0,55.541
2026-07-24T20:14:04,1762,11.599,25.318,1,0.3587,55.823
2026-07-24T20:14:04,1763,12.154,25.362,0,0.0,56.003
2026-07-24T20:14:05,1764,11.967,25.827,0,0.0,56.2
2026-07-24T20:14:05,1765,12.259,24.301,0,0.0,56.559
2026-07-24T20:14:05,1766,11.255,26.983,0,0.0,56.882
2026-07-24T20:14:05,1767,12.825,28.828,0,0.0,57.209
2026-07-24T20:14:05,1768,11.292,25.229,0,0.0,57.47
2026-07-24T20:14:05,1769,12.089,26.622,0,0.0,57.663
2026-07-24T20:14:05,1770,12.234,24.334,0,0.0,57.829
2026-07-24T20:14:05,1771,11.44,27.626,0,0.0,57.891
2026-07-24T20:14:05,1772,12.242,24.993,0,0.0,58.007
2026-07-24T20:14:05,1773,12.557,25.329,0,0.0,58.092
2026-07-24T20:14:05,1774,11.38,26.587,0,0.0,58.053
2026-07-24T20:14:05,1775,12.152,24.883,0,0.0,57.78
2026-07-24T20:14:06,1776,11.883,24.704,0,0.0,57.21
2026-07-24T20:14:06,1777,11.314,29.726,0,0.0,56.463
2026-07-24T20:14:06,1778,14.552,23.807,0,0.0,55.705
2026-07-24T20:14:06,1779,10.325,25.958,0,0.0,55.095
2026-07-24T20:14:06,1780,14.182,24.978,0,0.0,54.717
2026-07-24T20:14:06,1781,10.29,25.03,0,0.0,54.669
2026-07-24T20:14:06,1782,13.023,23.649,1,0.5106,54.798
2026-07-24T20:14:06,1783,11.307,25.129,1,0.6299,54.976
2026-07-24T20:14:06,1784,12.179,25.353,1,0.6205,55.03
2026-07-24T20:14:06,1785,13.091,22.737,1,0.5564,55.011
2026-07-24T20:14:06,1786,11.218,25.813,1,0.4931,54.817
2026-07-24T20:14:06,1787,11.737,24.549,1,0.4456,54.392
2026-07-24T20:14:07,1788,12.068,24.63,0,0.0,53.875
2026-07-24T20:14:07,1789,11.667,25.016,1,0.4796,53.319
2026-07-24T20:14:07,1790,12.879,24.988,1,0.5491,52.731
2026-07-24T20:14:07,1791,10.763,25.814,1,0.4314,52.02
2026-07-24T20:14:07,1792,13.397,24.05,0,0.0,51.035
2026-07-24T20:14:07,1793,11.852,26.01,0,0.0,39.472
2026-07-24T20:14:07,1794,10.723,26.235,0,0.0,36.571
2026-07-24T20:14:07,1795,10.244,25.044,0,0.0,36.926
2026-07-24T20:14:07,1796,23.371,22.289,0,0.0,37.595
2026-07-24T20:14:07,1797,17.267,21.884,1,0.3916,39.071
2026-07-24T20:14:07,1798,12.799,24.521,0,0.0,39.857
2026-07-24T20:14:07,1799,17.735,22.981,0,0.0,44.889
2026-07-24T20:14:07,1800,13.107,26.207,0,0.0,54.12
2026-07-24T20:14:08,1801,17.645,22.26,0,0.0,54.384
2026-07-24T20:14:08,1802,13.394,23.382,0,0.0,54.191
2026-07-24T20:14:08,1803,21.451,22.533,1,0.4459,53.994
2026-07-24T20:14:08,1804,15.189,21.718,0,0.0,53.683
2026-07-24T20:14:08,1805,23.769,20.986,0,0.0,53.312
2026-07-24T20:14:08,1806,19.116,21.859,0,0.0,53.094
2026-07-24T20:14:08,1807,21.813,21.513,1,0.6506,53.327
2026-07-24T20:14:08,1808,23.9,21.503,1,0.6506,52.78
2026-07-24T20:14:08,1809,24.697,20.318,1,0.7216,52.177
2026-07-24T20:14:08,1810,22.482,20.407,1,0.7743,51.659
2026-07-24T20:14:08,1811,24.768,20.754,1,0.6985,51.311
2026-07-24T20:14:08,1812,11.188,25.604,1,0.6993,50.554
2026-07-24T20:14:08,1813,15.32,26.797,1,0.6522,48.205
2026-07-24T20:14:08,1814,15.357,25.159,1,0.5568,48.053
2026-07-24T20:14:08,1815,14.028,26.242,1,0.6887,48.025
2026-07-24T20:14:08,1816,12.661,24.88,1,0.5148,48.027
2026-07-24T20:14:08,1817,18.712,23.936,2,0.4375,48.081
2026-07-24T20:14:09,1818,12.401,25.336,1,0.4284,48.026
2026-07-24T20:14:09,1819,16.01,24.805,1,0.7187,47.83
2026-07-24T20:14:09,1820,15.835,23.226,1,0.7678,47.51
2026-07-24T20:14:09,1821,14.057,23.82,1,0.787,47.194
2026-07-24T20:14:09,1822,15.171,23.771,1,0.5085,46.721
2026-07-24T20:14:09,1823,15.604,23.009,2,0.5104,46.456
2026-07-24T20:14:09,1824,14.602,23.182,2,0.5052,46.183
2026-07-24T20:14:09,1825,15.899,23.386,1,0.5356,45.829
2026-07-24T20:14:09,1826,14.417,22.994,1,0.6943,45.476
2026-07-24T20:14:09,1827,14.32,23.916,1,0.4801,45.048
2026-07-24T20:14:09,1828,15.138,23.785,0,0.0,44.46
2026-07-24T20:14:09,1829,15.782,23.648,0,0.0,43.846
2026-07-24T20:14:09,1830,14.221,24.38,0,0.0,42.007
2026-07-24T20:14:09,1831,14.833,22.952,0,0.0,30.755
2026-07-24T20:14:09,1832,12.675,24.37,0,0.0,28.734
2026-07-24T20:14:10,1833,9.792,26.339,0,0.0,31.76
2026-07-24T20:14:10,1834,9.882,25.962,0,0.0,38.048
2026-07-24T20:14:10,1835,8.218,28.8,0,0.0,46.281
2026-07-24T20:14:10,1836,8.674,27.402,0,0.0,58.428
2026-07-24T20:14:10,1837,11.01,26.628,0,0.0,65.99
2026-07-24T20:14:10,1838,15.331,24.165,2,0.6355,62.583
2026-07-24T20:14:10,1839,14.946,23.278,0,0.0,61.216
2026-07-24T20:14:10,1840,14.461,23.88,1,0.3626,61.056
2026-07-24T20:14:10,1841,14.868,23.621,0,0.0,61.11
2026-07-24T20:14:10,1842,15.66,22.301,3,0.5012,61.214
2026-07-24T20:14:10,1843,14.716,23.052,4,0.452,61.956
2026-07-24T20:14:10,1844,14.467,23.038,4,0.4816,62.552
2026-07-24T20:14:11,1845,17.187,22.89,3,0.5029,62.919
2026-07-24T20:14:11,1846,12.478,24.215,3,0.6461,62.94
2026-07-24T20:14:11,1847,15.423,23.312,3,0.5964,62.866
2026-07-24T20:14:11,1848,15.975,23.715,3,0.6498,62.869
2026-07-24T20:14:11,1849,14.86,23.031,3,0.6886,62.807
2026-07-24T20:14:11,1850,14.866,24.011,3,0.7285,63.021
2026-07-24T20:14:11,1851,14.953,23.815,3,0.6714,63.186
2026-07-24T20:14:11,1852,14.628,23.752,3,0.634,63.455
2026-07-24T20:14:11,1853,19.188,23.562,3,0.634,63.393
2026-07-24T20:14:11,1854,13.947,23.952,3,0.6036,63.578
2026-07-24T20:14:11,1855,14.627,24.58,3,0.648,63.473
2026-07-24T20:14:11,1856,14.091,28.829,3,0.6994,63.417
2026-07-24T20:14:11,1857,26.542,22.305,3,0.7059,63.209
2026-07-24T20:14:11,1858,14.065,23.565,3,0.7107,63.11
2026-07-24T20:14:11,1859,14.64,23.651,3,0.6653,63.011
2026-07-24T20:14:11,1860,16.337,23.09,3,0.6707,62.929
2026-07-24T20:14:12,1861,15.098,24.44,3,0.6938,62.743
2026-07-24T20:14:12,1862,14.263,22.88,3,0.6711,62.566
2026-07-24T20:14:12,1863,15.276,22.798,3,0.5886,62.352
2026-07-24T20:14:12,1864,14.761,23.364,3,0.6186,62.211
2026-07-24T20:14:12,1865,14.913,23.68,3,0.6202,62.018
2026-07-24T20:14:12,1866,14.823,23.832,3,0.6731,61.916
2026-07-24T20:14:12,1867,15.092,24.14,3,0.6627,61.722
2026-07-24T20:14:12,1868,14.75,24.032,3,0.6864,61.641
2026-07-24T20:14:12,1869,15.854,23.592,3,0.6751,61.602
2026-07-24T20:14:12,1870,13.492,24.29,3,0.6616,61.595
2026-07-24T20:14:12,1871,16.312,22.498,3,0.6566,61.555
2026-07-24T20:14:12,1872,14.017,24.297,3,0.6033,61.365
2026-07-24T20:14:12,1873,16.161,23.145,3,0.6655,61.163
2026-07-24T20:14:12,1874,13.84,24.082,3,0.6937,61.075
2026-07-24T20:14:12,1875,16.098,22.714,3,0.7423,60.888
2026-07-24T20:14:13,1876,15.35,23.656,3,0.7415,60.677
2026-07-24T20:14:13,1877,12.9,25.328,3,0.7364,60.599
2026-07-24T20:14:13,1878,16.364,22.798,3,0.7526,60.458
2026-07-24T20:14:13,1879,15.058,22.847,3,0.7235,60.376
2026-07-24T20:14:13,1880,14.511,24.045,3,0.7458,60.341
2026-07-24T20:14:13,1881,15.534,22.805,3,0.7409,60.297
2026-07-24T20:14:13,1882,14.545,23.062,3,0.7353,60.285
2026-07-24T20:14:13,1883,15.251,22.787,3,0.7436,60.292
2026-07-24T20:14:13,1884,15.089,24.189,3,0.7483,60.24
2026-07-24T20:14:13,1885,13.301,24.573,3,0.7379,60.19
2026-07-24T20:14:13,1886,16.957,22.622,3,0.7493,60.13
2026-07-24T20:14:13,1887,12.92,31.084,3,0.7714,60.1
2026-07-24T20:14:13,1888,23.698,20.761,3,0.7614,60.044
2026-07-24T20:14:13,1889,11.827,24.107,3,0.7481,60.004
2026-07-24T20:14:13,1890,19.49,20.785,3,0.7268,59.989
2026-07-24T20:14:14,1891,14.678,20.883,3,0.7289,59.935
2026-07-24T20:14:14,1892,12.605,22.551,3,0.7107,60.033
2026-07-24T20:14:14,1893,14.616,22.973,3,0.7092,59.875
2026-07-24T20:14:14,1894,15.93,22.534,3,0.7782,59.838
2026-07-24T20:14:14,1895,13.45,24.115,3,0.7441,59.925
2026-07-24T20:14:14,1896,16.406,22.669,3,0.7199,59.912
2026-07-24T20:14:14,1897,14.459,23.037,3,0.7194,59.875
2026-07-24T20:14:14,1898,15.128,22.915,3,0.7368,59.913
2026-07-24T20:14:14,1899,14.47,24.047,3,0.7407,60.015
2026-07-24T20:14:14,1900,16.145,22.573,3,0.7316,60.05
2026-07-24T20:14:14,1901,13.647,24.459,3,0.7503,60.075
2026-07-24T20:14:14,1902,15.981,22.995,3,0.7668,60.103
2026-07-24T20:14:14,1903,14.135,22.926,3,0.7438,60.072
2026-07-24T20:14:14,1904,15.386,23.657,3,0.737,59.996
2026-07-24T20:14:15,1905,14.863,23.189,3,0.7311,60.015
2026-07-24T20:14:15,1906,14.789,24.276,3,0.7071,59.956
2026-07-24T20:14:15,1907,17.479,22.684,3,0.6859,59.893
2026-07-24T20:14:15,1908,12.393,23.144,3,0.739,59.874
2026-07-24T20:14:15,1909,16.485,23.01,3,0.7481,59.866
2026-07-24T20:14:15,1910,14.516,23.468,3,0.7414,59.823
2026-07-24T20:14:15,1911,14.882,23.657,3,0.7485,59.795
2026-07-24T20:14:15,1912,15.157,22.85,3,0.7583,59.81
2026-07-24T20:14:15,1913,14.542,23.325,3,0.7371,59.864
2026-07-24T20:14:15,1914,15.41,23.084,3,0.7513,59.833
2026-07-24T20:14:15,1915,15.798,22.711,3,0.751,59.856
2026-07-24T20:14:15,1916,12.937,24.236,3,0.739,59.819
2026-07-24T20:14:15,1917,16.805,22.108,3,0.7033,59.81
2026-07-24T20:14:15,1918,14.376,22.892,3,0.6781,59.851
2026-07-24T20:14:15,1919,15.264,23.37,3,0.6832,59.949
2026-07-24T20:14:16,1920,14.406,22.967,3,0.6686,60.047
2026-07-24T20:14:16,1921,15.08,23.502,3,0.6885,60.009
2026-07-24T20:14:16,1922,15.325,23.587,3,0.7269,59.956
2026-07-24T20:14:16,1923,14.87,23.742,3,0.7176,59.927
2026-07-24T20:14:16,1924,14.678,23.849,3,0.7267,59.993
2026-07-24T20:14:16,1925,14.806,23.63,3,0.691,59.887
2026-07-24T20:14:16,1926,14.872,24.104,3,0.7062,59.66
2026-07-24T20:14:16,1927,15.295,23.466,3,0.7444,59.529
2026-07-24T20:14:16,1928,14.406,23.506,3,0.7418,59.375
2026-07-24T20:14:16,1929,15.507,22.871,3,0.7637,59.26
2026-07-24T20:14:16,1930,15.661,23.016,3,0.7422,59.174
2026-07-24T20:14:16,1931,13.209,24.772,3,0.7494,59.146
2026-07-24T20:14:16,1932,16.529,23.284,3,0.7458,59.132
2026-07-24T20:14:16,1933,14.356,23.417,3,0.7601,59.122
2026-07-24T20:14:16,1934,15.252,23.572,3,0.7626,58.302
2026-07-24T20:14:17,1935,17.614,21.714,3,0.7607,57.799
2026-07-24T20:14:17,1936,11.387,23.793,3,0.7579,57.561
2026-07-24T20:14:17,1937,15.759,24.261,3,0.7568,57.501
2026-07-24T20:14:17,1938,19.193,23.11,3,0.7595,57.488
2026-07-24T20:14:17,1939,11.628,25.196,3,0.7553,57.684
2026-07-24T20:14:17,1940,18.107,22.676,3,0.7606,57.609
2026-07-24T20:14:17,1941,14.301,23.711,3,0.7497,57.676
2026-07-24T20:14:17,1942,15.657,24.66,3,0.7483,57.797
2026-07-24T20:14:17,1943,14.311,23.446,3,0.6884,58.638
2026-07-24T20:14:17,1944,15.015,24.057,3,0.7496,58.964
2026-07-24T20:14:17,1945,15.057,23.938,3,0.6734,59.201
2026-07-24T20:14:17,1946,15.811,22.733,3,0.6991,59.304
2026-07-24T20:14:17,1947,14.518,24.039,3,0.6983,59.371
2026-07-24T20:14:17,1948,14.509,23.299,3,0.6307,59.427
2026-07-24T20:14:17,1949,15.024,22.518,3,0.6185,59.484
2026-07-24T20:14:18,1950,14.521,23.906,3,0.5192,59.736
2026-07-24T20:14:18,1951,15.636,22.895,3,0.5402,60.003
2026-07-24T20:14:18,1952,14.344,23.461,3,0.621,60.17
2026-07-24T20:14:18,1953,15.428,23.064,2,0.5688,60.315
2026-07-24T20:14:18,1954,14.62,23.556,1,0.5964,60.518
2026-07-24T20:14:18,1955,15.366,22.606,1,0.7873,61.689
2026-07-24T20:14:18,1956,14.051,23.62,2,0.5385,63.013
2026-07-24T20:14:18,1957,15.71,22.907,0,0.0,62.93
